,control1_rna,control2_rna,control3_rna,het1_rna,het2_rna,het3_rna,homo1_rna,homo2_rna,homo3_rna
Slc27a4,1497,1535,1420,2538,2116,2656,2230,2970,2289
Slc27a5,0,1,0,2,0,1,2,1,0
Slc27a6,0,0,0,1,0,0,1,2,0
Slc28a1,0,0,0,2,1,1,0,1,1
Slc28a2,0,0,0,0,0,0,0,0,1
Slc28a3,2,3,2,2,1,0,4,2,4
Slc29a1,6358,6523,5776,2996,2618,3678,6468,6445,6862
Slc29a2,2103,2233,1619,952,814,1014,939,1115,771
Slc29a3,738,745,552,828,736,707,596,701,504
Slc29a4,5,15,3,15,7,8,9,3,7
Slc2a1,3966,4004,3723,4182,3595,3137,3808,3879,4068
Slc2a10,139,109,114,162,144,146,57,70,58
Slc2a12,0,0,0,2,5,1,2,1,1
Slc2a13,19,12,12,18,30,15,15,19,19
Slc2a2,0,0,0,1,0,0,0,0,0
Slc2a3,645,640,553,91,101,86,174,188,228
Slc2a4,25,24,19,39,27,30,11,10,7
Slc2a4rg-ps,0,0,0,0,0,0,0,0,0
Slc2a5,0,0,2,0,0,0,0,1,1
Slc2a6,184,166,159,233,199,199,45,68,119
Slc2a7,0,1,0,0,0,0,0,3,0
Slc2a8,169,161,131,414,338,307,200,254,174
Slc2a9,2,2,4,4,12,6,2,13,11
Slc30a1,1166,1217,997,1819,1669,1521,930,1844,1295
Slc30a10,0,0,0,0,0,0,0,0,0
Slc30a2,0,0,0,0,0,0,8,1,2
Slc30a3,0,2,0,1,0,0,11,25,20
Slc30a4,5530,5917,5053,4585,4881,4401,4208,7258,3757
Slc30a5,3170,3154,2734,2573,2454,2569,2692,3720,2906
Slc30a6,712,747,618,719,634,775,613,755,724
Slc30a7,2387,2535,2136,2025,1943,1897,1908,2640,2201
Slc30a8,1,0,0,0,0,0,0,0,0
Slc30a9,2708,2773,2428,3549,3312,3169,2393,3305,2462
Slc31a1,3556,3596,3117,3792,3601,3477,2490,3365,2393
Slc31a2,112,127,111,137,151,157,103,178,101
Slc32a1,0,0,0,0,0,0,0,0,0
Slc33a1,1773,1802,1553,1646,1602,1601,1228,1975,1502
Slc34a1,0,0,0,0,0,0,0,0,0
Slc34a2,0,0,0,0,0,0,0,0,2
Slc34a3,0,0,0,0,0,0,0,0,0
Slc35a1,967,941,825,1239,1119,1122,889,1257,972
Slc35a2,428,458,369,742,651,634,525,652,526
Slc35a3,2740,3079,2419,2403,2628,2232,2458,3762,2542
Slc35a4,3359,3394,3065,3172,2783,3388,3917,5039,4090
Slc35a5,257,278,274,515,507,509,318,610,392
Slc35b1,2743,2771,2409,2956,2594,2874,2431,3113,2664
Slc35b2,1940,1898,1771,2208,1930,2210,1471,1751,1852
Slc35b3,942,1002,830,833,746,727,958,1167,863
Slc35b4,1589,1564,1494,1976,1788,1999,1229,1648,1394
Slc35c1,721,701,656,756,704,773,973,1065,966
Slc35c2,852,897,786,1029,863,1055,980,1087,1093
Slc35d1,1302,1285,1296,1058,957,953,715,1194,870
Slc35d2,12,10,5,27,21,19,237,320,238
Slc35d3,0,0,0,3,1,1,1,2,0
Slc35e1,3230,3424,3079,3251,2842,3008,3822,4819,4550
Slc35e2,1218,1214,1039,1017,927,841,813,1114,773
Slc35e3,1491,1512,1473,1070,919,1121,1084,1578,1271
Slc35e4,4002,3985,3920,3798,3287,3471,1865,2534,2100
Slc35f1,1,0,2,2,1,1,1,0,1
Slc35f2,15,19,16,146,121,94,282,375,197
Slc35f3,3131,3268,3075,1783,1638,1957,2599,2741,2721
Slc35f4,0,0,0,0,0,0,0,0,0
Slc35f5,1035,1111,880,1960,1841,1688,913,1208,827
Slc35f6,1158,1153,1028,1671,1527,1534,977,1353,1138
Slc35g1,862,869,836,380,399,403,533,729,412
Slc35g2,0,1,0,5,8,2,54,39,44
Slc35g3,1,0,0,0,0,0,0,0,0
Slc36a1,1012,966,826,1176,1153,994,784,956,984
Slc36a1os,0,0,0,0,0,0,0,0,0
Slc36a2,9,11,14,17,12,11,16,17,15
Slc36a3,3,1,3,3,2,3,2,5,2
Slc36a3os,0,0,0,0,0,0,0,0,0
Slc36a4,1187,1147,1009,2031,1970,1693,1342,1929,1494
Slc37a1,56,54,42,7,17,6,12,14,7
Slc37a2,46,48,39,103,99,36,293,261,283
Slc37a3,998,966,954,1201,1128,980,1109,1831,1167
Slc37a4,217,231,204,338,267,318,170,252,164
Slc38a1,9035,9435,8573,7241,6674,6947,480,736,325
Slc38a10,4393,4564,3929,4984,4103,4230,4391,5601,4097
Slc38a11,0,0,0,0,0,0,0,0,0
Slc38a2,22627,23011,20785,11434,11038,11926,14988,22254,18340
Slc38a3,3,1,2,5,3,2,1,5,3
Slc38a4,16,10,7,3,2,3,388,537,231
Slc38a5,0,0,0,0,0,0,0,0,1
Slc38a6,429,436,356,939,917,767,215,366,197
Slc38a7,824,905,809,1245,1126,1090,656,820,924
Slc38a8,1,0,0,0,0,1,0,1,2
Slc38a9,324,289,249,284,290,248,298,430,300
Slc39a1,4623,4558,4052,6583,5721,5971,4112,5747,4546
Slc39a10,2634,2690,2176,1975,2016,1875,992,1275,1170
Slc39a11,966,968,818,891,735,722,982,1257,1107
Slc39a12,0,0,0,0,1,0,0,0,0
Slc39a13,2399,2478,2073,2923,2489,2887,2239,3163,2421
Slc39a14,3333,3318,2782,3514,3086,3040,2654,2929,2552
Slc39a2,8,6,4,6,13,1,7,3,0
Slc39a3,598,650,553,805,671,807,619,673,602
Slc39a4,0,1,1,0,1,1,3,6,2
Slc39a5,0,0,0,0,0,0,1,0,1
Slc39a6,5271,5444,4896,5599,5116,5532,4027,4764,4405
Slc39a7,7155,7369,6787,8334,6882,8043,6562,7423,6878
Slc39a8,0,1,1,1,0,2,32,33,52
Slc39a9,2471,2368,2163,2316,2129,2070,1674,2213,1865
Slc3a1,9,11,10,3,5,7,5,1,8
Slc3a2,9006,9146,7533,10564,9220,9409,8009,9233,9342
Slc40a1,19,30,14,312,291,224,16,30,9
Slc41a1,1414,1478,1165,1883,1723,1651,1416,1468,1178
Slc41a2,1287,1335,1042,2137,1976,1790,1308,1645,1373
Slc41a3,107,123,86,405,361,333,134,249,151
Slc43a1,48,61,53,42,56,69,8,4,12
Slc43a2,333,281,231,568,536,454,261,290,265
Slc43a3,2,3,1,1,3,2,2244,2907,2649
Slc44a1,3067,3028,2841,2432,2298,2216,2111,3169,2125
Slc44a2,2569,2626,2229,4167,3524,3660,1888,2680,1825
Slc44a3,2,1,2,7,2,10,0,1,0
Slc44a4,0,0,0,0,0,0,0,1,0
Slc44a5,0,0,0,0,1,1,1,4,0
Slc45a1,6,2,3,3,4,2,0,0,1
Slc45a2,0,0,2,0,1,0,0,0,0
Slc45a3,119,109,112,110,65,93,519,669,570
Slc45a4,1295,1307,1182,1041,896,933,981,1305,1060
Slc46a1,250,246,242,220,186,252,123,169,131
Slc46a2,0,0,0,0,0,0,0,0,0
Slc46a3,3,6,4,22,10,20,6,20,2
Slc47a1,1,2,2,3,1,0,0,1,0
Slc47a2,0,0,0,0,0,1,0,0,0
Slc48a1,3639,3830,3404,4245,3565,3455,4565,5715,4978
Slc4a1,0,0,0,1,0,0,0,0,0
Slc4a10,1,0,0,16,13,3,1,0,3
Slc4a11,164,144,156,122,92,73,183,238,271
Slc4a1ap,1516,1595,1449,1526,1363,1440,1647,2295,1590
Slc4a2,4422,4495,4090,7767,6483,6713,3609,5080,3517
Slc4a3,234,205,155,685,636,523,358,473,264
Slc4a4,517,552,490,1556,1481,1467,996,1523,1180
Slc4a5,0,0,0,0,0,2,0,2,1
Slc4a7,5504,5982,4270,8908,9369,6665,4749,6161,4592
Slc4a8,407,404,368,314,258,216,271,396,252
Slc4a9,0,0,0,3,1,0,0,1,0
Slc50a1,617,594,533,732,705,829,516,634,482
Slc51a,2,0,0,0,0,0,0,0,0
Slc51b,0,1,0,0,0,0,0,0,0
Slc52a2,707,709,621,641,565,631,651,777,754
Slc52a3,8,13,13,28,19,20,15,32,23
Slc5a1,1,0,2,0,0,0,0,1,2
Slc5a10,2,1,1,1,1,0,2,1,1
Slc5a11,0,0,0,0,0,0,0,0,1
Slc5a12,5,1,2,1,2,1,2,2,0
Slc5a2,1,1,0,2,0,0,0,0,0
Slc5a3,5692,5887,6517,2029,2125,1423,2587,4112,2311
Slc5a4a,0,0,0,0,0,0,0,0,0
Slc5a4b,0,0,0,1,0,1,0,0,0
Slc5a5,8,8,9,6,6,8,13,26,13
Slc5a6,862,866,778,589,528,650,743,1011,778
Slc5a7,2,5,3,0,0,0,53,100,50
Slc5a8,10,8,16,4,1,4,2,10,6
Slc5a9,0,0,0,0,0,0,0,0,0
Slc6a1,0,0,0,0,0,0,0,0,0
Slc6a11,4,7,6,5,5,5,4,5,1
Slc6a12,0,0,2,2,6,3,16,12,23
Slc6a13,0,0,0,0,0,0,1,0,0
Slc6a14,1,0,0,0,0,0,0,1,0
Slc6a15,16,15,12,21,21,6,0,0,0
Slc6a16,0,0,0,0,0,0,0,1,1
Slc6a17,886,914,887,268,251,284,624,897,643
Slc6a18,28,29,16,15,21,11,16,23,15
Slc6a19,0,0,3,2,1,0,1,3,13
Slc6a19os,0,0,0,0,0,0,0,0,0
Slc6a2,5,3,3,32,20,9,5,5,8
Slc6a20a,1,1,0,0,0,0,0,0,0
Slc6a20b,2,0,1,1,0,0,1,1,0
Slc6a21,0,0,0,0,0,0,0,0,0
Slc6a3,1,0,0,1,1,0,0,0,1
Slc6a4,5,3,6,1,1,2,9,7,11
Slc6a5,0,0,0,4,0,0,9,3,4
Slc6a6,24965,24916,21978,48820,43028,32903,13476,15407,14456
Slc6a7,4,7,1,45,46,42,25,31,25
Slc6a8,4398,4611,3912,5910,5319,4895,3096,3823,2848
Slc6a9,1129,1119,712,2201,1882,1508,1158,1732,1273
Slc7a1,9409,9304,7828,10633,9355,10411,6657,9546,8519
Slc7a10,0,0,0,0,0,0,0,0,0
Slc7a11,492,520,340,1412,1468,1149,593,797,764
Slc7a12,0,0,0,0,0,0,0,0,0
Slc7a13,0,1,0,0,0,0,0,0,0
Slc7a14,13,9,11,12,17,13,8,14,14
Slc7a15,0,0,0,0,0,0,0,0,0
Slc7a2,287,299,194,549,524,519,1126,1965,2049
Slc7a3,60,57,57,62,55,47,27,39,38
Slc7a4,19,16,12,53,62,75,1,6,3
Slc7a5,9887,10106,8515,15031,12685,13005,9635,11320,10851
Slc7a6,5015,5112,4289,3920,3679,3847,5739,6874,6182
Slc7a6os,2061,2106,1863,1241,1044,1089,3125,3542,3426
Slc7a7,19,24,12,10,26,19,5,0,16
Slc7a8,4,2,1,3,0,0,41,49,33
Slc7a9,0,0,0,0,1,0,0,0,0
Slc8a1,41,52,32,746,647,764,0,2,1
Slc8a2,2,2,5,2,4,1,3,4,0
Slc8a3,14,13,7,24,12,13,7,6,3
Slc8b1,345,332,322,294,259,205,354,428,355
Slc9a1,2732,2689,2463,2403,2111,2090,2707,3519,2838
Slc9a2,188,183,161,93,81,69,15,19,24
Slc9a3,0,0,0,0,0,0,0,4,0
Slc9a3r1,3516,3683,3617,1275,1105,957,590,1117,617
Slc9a3r2,189,196,209,235,197,185,568,685,476
Slc9a4,1,2,2,0,0,1,1,0,0
Slc9a5,2277,2148,1314,1893,1781,1308,2568,3288,2050
Slc9a6,998,967,765,1647,1587,1328,727,1149,768
Slc9a7,204,225,139,739,756,564,37,53,34
Slc9a8,1683,1693,1399,1932,1733,1829,1611,1906,1834
Slc9a9,67,57,37,180,145,162,13,31,26
Slc9b1,0,0,0,0,0,0,1,0,0
Slc9b2,0,0,2,0,0,0,51,54,52
Slc9c1,0,0,0,0,0,0,0,0,0
Slco1a1,1,0,0,4,5,2,0,1,2
Slco1a4,2,1,6,8,6,9,1,3,2
Slco1a5,80,68,60,107,102,164,26,43,28
Slco1a6,6,10,7,3,5,11,13,27,31
Slco1b2,0,0,0,0,0,0,0,1,2
Slco1c1,0,0,0,1,0,2,0,0,0
Slco2a1,35,25,40,26,10,32,1733,1593,2262
Slco2b1,0,0,0,0,0,0,0,0,2
Slco3a1,945,1040,917,1047,905,1071,849,879,850
Slco4a1,1167,1094,944,932,807,323,2911,5115,2979
Slco4c1,0,0,0,0,0,0,0,0,0
Slco5a1,352,407,378,58,79,31,1,2,1
Slco6b1,0,0,0,0,0,0,0,0,0
Slco6c1,0,0,0,0,0,0,0,0,0
Slco6d1,0,0,0,0,0,0,0,0,0
Slf1,1423,1555,1227,1243,1299,1254,1523,2494,1738
Slf2,1868,2051,1847,1583,1600,1604,1159,1830,1425
Slfn1,0,0,0,0,0,0,0,0,0
Slfn10-ps,116,162,106,119,115,124,220,342,328
Slfn14,0,0,0,2,0,0,0,0,0
Slfn2,1,0,0,3,1,1,11,19,40
Slfn3,0,1,0,0,1,1,0,2,3
Slfn4,0,0,0,0,1,0,1,1,2
Slfn5,32,27,35,33,32,28,19,39,32
Slfn5os,0,0,0,0,0,0,0,0,0
Slfn8,100,142,95,95,96,108,191,314,276
Slfn9,730,869,702,739,733,729,1243,2066,1644
Slfnl1,0,0,1,1,1,0,1,2,4
Slirp,877,950,931,1273,943,1140,1060,1261,1209
Slit1,7,6,18,40,37,38,3,23,20
Slit2,1781,1852,1310,1634,1503,1995,555,504,568
Slit3,1771,1777,1333,2804,2544,2703,2031,2169,1798
Slitrk1,0,0,0,0,0,0,0,0,0
Slitrk2,0,6,3,11,15,10,5,6,5
Slitrk3,0,0,0,0,0,0,2,1,0
Slitrk4,0,1,2,3,1,4,2,0,0
Slitrk5,131,137,159,8,12,10,1,1,0
Slitrk6,0,0,0,0,0,0,0,0,0
Slk,10199,11265,8714,7239,7316,6905,13341,16844,13163
Slmap,3517,3816,3472,3387,3562,3247,2898,4231,2995
Slmo1,109,114,102,122,126,116,66,87,70
Slmo2,1306,1371,1225,1740,1563,1845,1782,2154,1849
Sln,0,0,0,0,0,0,0,0,0
Slpi,7,4,0,13,8,17,35,52,88
Sltm,3532,4058,3186,3898,3789,3772,4094,6204,3835
Slu7,1348,1504,1277,1667,1561,1558,1858,2665,1912
Slurp1,8,8,15,1,0,0,27,28,17
Slurp2,0,0,1,0,0,0,0,1,0
Slx,0,0,0,0,0,0,0,0,0
Slx1b,240,269,223,210,146,189,162,174,139
Slx4,1551,1540,1350,1641,1470,1416,1871,2201,1810
Slx4ip,241,268,210,368,411,417,392,587,437
Slxl1,0,0,0,0,0,0,0,0,0
Sly,0,0,0,0,0,0,0,0,0
Smad1,1486,1488,1365,1659,1518,1476,1452,2235,1934
Smad2,2814,2845,2523,3364,3078,3356,2419,3254,2543
Smad3,4163,4278,3456,5523,5059,4576,4499,5457,4585
Smad4,4064,4063,3566,5653,5333,5027,3550,4321,3813
Smad5,4894,5112,4136,4222,4201,4281,4864,6222,5130
Smad6,374,395,346,885,768,1117,518,2239,1186
Smad7,2738,2647,2771,2857,2420,3005,2432,4411,3750
Smad9,184,161,195,563,431,616,423,1379,838
Smagp,19,19,14,5,8,10,5,13,9
Smap1,2454,2578,2363,2920,2578,2521,2609,3071,2964
Smap2,1081,1043,1030,1027,861,945,1122,1415,1193
Smarca1,5,3,1,4,12,3,48,66,45
Smarca2,454,452,374,879,858,879,1396,2218,1382
Smarca4,10228,10724,9398,10436,9200,10712,9706,11633,9555
Smarca5,5244,6138,4889,4625,4931,4549,7202,10030,8237
Smarca5-ps,0,0,0,0,0,0,0,0,0
Smarcad1,1696,2031,1664,1926,1992,2127,1651,2337,2038
Smarcal1,439,511,441,655,617,632,413,539,402
Smarcb1,3364,3562,3245,3057,2555,3093,3315,4152,3210
Smarcc1,9171,9502,8604,7802,7172,7993,10144,12104,10434
Smarcc2,4555,4541,3832,5240,4595,4722,4807,6886,4523
Smarcd1,2512,2530,2329,1445,1254,1322,2584,3079,2623
Smarcd2,1810,1857,1648,1367,1268,1261,1989,2366,1894
Smarcd3,582,596,528,920,869,862,255,320,335
Smarce1,6048,6428,5829,5485,5008,5526,6247,8128,6125
Smbd1,0,0,0,0,0,0,0,0,0
Smc1a,6227,7223,5846,6624,6538,6270,6640,10495,6607
Smc1b,1,0,0,12,14,12,0,0,0
Smc2,8647,10346,6945,6913,7393,6760,9259,14498,9579
Smc2os,0,0,0,0,0,0,0,0,0
Smc3,7272,8608,6702,5385,5530,5586,8251,12808,8339
Smc4,11471,13813,9819,9166,9998,8926,13701,20774,13355
Smc5,4383,5117,3711,4154,4324,3653,4482,6875,4440
Smc6,4277,5115,3849,4942,5416,5068,4183,6144,4643
Smchd1,6322,7092,5562,4591,4866,4563,5211,7039,5052
Smco1,6,0,4,3,4,6,2,5,2
Smco2,0,0,0,0,0,0,0,0,0
Smco3,0,0,0,0,0,0,2,2,0
Smco4,236,299,292,408,302,407,217,224,204
Smcp,0,0,0,0,0,0,0,0,1
Smcr8,2423,2400,2330,2775,2630,2525,1686,2362,1928
Smdt1,1709,1752,1724,1508,1233,1340,1878,2610,1942
Smek1,1739,1960,1606,1770,1793,1745,1478,2070,1579
Smek3-ps,0,0,0,0,0,0,0,0,0
Smg1,8962,9767,7662,8396,8523,6938,9128,11710,8736
Smg5,7757,7771,6622,6490,5619,6340,8622,10116,8557
Smg6,1506,1563,1370,1509,1317,1340,1323,1824,1464
Smg7,4492,4567,3877,4404,4089,4008,4265,6170,4121
Smg8,1412,1403,1254,1190,1105,1154,1461,1993,1523
Smg9,1084,1122,938,1021,864,962,693,845,631
Smgc,0,0,0,0,0,0,0,0,0
Smim1,12,8,7,11,11,3,23,30,19
Smim10l1,1666,1827,1550,2670,2749,2781,1944,2999,2449
Smim10l2a,1,2,1,4,1,5,2,12,3
Smim11,393,387,413,423,377,448,422,578,431
Smim12,552,625,603,740,609,724,813,945,827
Smim13,896,938,741,1017,1009,928,840,1111,785
Smim14,1161,1199,951,3349,3120,2998,1774,2104,1804
Smim15,2068,2218,1654,2014,2235,2270,2040,2575,2144
Smim17,0,1,2,2,0,1,0,1,0
Smim18,0,1,0,1,0,1,0,0,0
Smim19,287,283,275,550,503,549,266,360,303
Smim20,151,144,150,60,58,56,397,549,382
Smim22,0,0,0,0,0,0,0,0,0
Smim23,0,0,0,0,0,0,0,0,0
Smim24,1,9,3,0,2,4,1,1,1
Smim26,270,277,249,365,299,392,291,367,303
Smim27,34,33,37,47,32,50,26,40,21
Smim3,836,836,682,681,684,604,609,823,543
Smim4,160,170,173,219,187,243,184,186,203
Smim5,5,6,3,8,5,7,4,10,6
Smim6,0,0,0,0,1,0,0,0,0
Smim7,2301,2262,1984,2532,2338,2313,2601,3426,2880
Smim8,144,186,167,279,281,271,198,322,236
Smim9,0,1,0,0,0,0,0,0,0
Smkr-ps,0,0,0,0,0,0,0,0,0
Smlr1,0,0,0,0,0,0,0,0,0
Smn1,1754,1787,1663,1191,1062,1255,2319,2557,2296
Smndc1,3601,3694,3295,3097,2909,2914,3432,4110,3660
Smo,4261,4402,4215,4910,4417,4887,5165,6059,4989
Smoc1,0,2,0,3,3,4,87,97,121
Smoc2,994,912,760,287,261,398,1416,1292,3897
Smok2a,0,0,0,0,0,0,0,0,0
Smok2b,1,0,0,0,0,0,0,0,0
Smok3a,0,0,0,0,0,0,0,0,0
Smok3b,0,0,0,0,0,0,0,0,0
Smok3c,0,0,0,0,0,0,0,0,0
Smok4a,0,0,0,0,0,0,0,0,0
Smox,405,430,353,402,375,310,635,564,626
Smpd1,877,937,758,1841,1568,1564,711,1095,797
Smpd2,582,568,518,751,622,562,445,582,433
Smpd3,40,51,48,8,4,8,67,126,177
Smpd4,3193,3248,2672,2582,2269,2493,3112,4246,3001
Smpd5,0,0,1,17,20,27,9,11,4
Smpdl3a,25,17,16,224,229,255,45,58,41
Smpdl3b,382,434,393,135,117,158,515,633,576
Smpx,0,0,0,0,0,0,0,0,0
Smr2,0,0,0,0,0,0,0,0,0
Smr3a,0,0,0,0,0,0,0,0,0
Sms,2573,2707,2292,1282,1265,1321,2502,2813,2261
Smtn,4738,4841,3905,3332,2882,2758,3977,4309,4013
Smtnl1,3,6,5,6,6,3,1,2,6
Smtnl2,13,15,15,18,11,11,14,15,24
Smu1,4726,5023,4282,4030,3650,3909,5309,6457,4940
Smug1,1050,1091,872,755,695,702,1156,1125,1042
Smurf1,3302,3407,3191,6319,5662,5472,6850,7591,6712
Smurf2,3016,3249,2458,3354,3317,3089,6555,8977,7410
Smyd1,1,5,2,11,7,5,0,1,1
Smyd2,2442,2551,2073,2206,1862,2178,2738,3289,2708
Smyd3,294,329,275,439,421,426,306,352,331
Smyd4,375,341,333,731,663,734,362,568,457
Smyd5,2823,2902,2568,2080,1893,2379,3763,4008,3583
Snai1,648,606,509,1362,1177,1353,1365,3269,1956
Snai2,200,241,226,490,502,764,766,1102,979
Snai3,15,25,17,83,62,78,37,49,28
Snap23,1135,1228,989,1667,1599,1794,1526,2184,1516
Snap25,0,0,0,0,1,0,0,0,1
Snap29,658,709,675,827,798,690,868,1234,937
Snap47,1072,1121,905,1416,1279,1289,900,1284,1076
Snap91,26,50,22,13,14,10,0,1,1
Snapc1,512,543,435,406,431,390,576,676,553
Snapc2,968,962,879,851,740,733,701,732,639
Snapc3,903,968,801,1210,1194,1051,957,1311,856
Snapc4,1392,1357,1047,1403,1259,1229,1678,1826,1532
Snapc5,316,310,326,400,348,357,254,367,230
Snapin,811,866,676,1233,1162,1193,792,1097,865
Snca,67,75,66,37,29,22,1,10,4
Sncaip,8,8,2,5,8,10,6,8,12
Sncb,0,0,0,0,0,0,0,0,0
Sncg,0,0,1,1,1,0,9,18,8
Snd1,7130,7327,6485,7115,6160,6975,6407,7699,7135
Sned1,69,48,32,212,195,130,1887,2375,2953
Snf8,1629,1807,1711,1458,1247,1380,2209,2841,2187
Snhg1,0,0,0,0,0,0,0,0,0
Snhg10,0,0,0,0,0,0,0,0,0
Snhg11,20,23,11,30,42,29,25,44,22
Snhg12,0,0,0,0,0,0,0,0,0
Snhg14,0,0,0,0,0,0,0,0,0
Snhg15,0,0,0,0,0,0,0,0,0
Snhg17,0,0,0,0,0,0,0,0,0
Snhg18,0,0,0,0,0,0,0,0,0
Snhg20,0,0,0,0,0,0,0,0,0
Snhg3,0,0,0,0,0,0,0,0,0
Snhg4,0,0,0,0,0,0,0,0,0
Snhg5,0,0,0,0,0,0,0,0,0
Snhg6,0,0,0,0,0,0,0,0,0
Snhg7,0,0,0,0,0,0,0,0,0
Snhg7os,0,0,0,0,0,0,0,0,0
Snhg8,0,0,0,0,0,0,0,0,0
Snhg9,0,0,0,0,0,0,0,0,0
Snip1,989,1000,899,964,941,961,1089,1411,1065
Snn,1556,1604,1489,2175,2046,1973,768,978,772
Snora15,0,0,0,0,0,0,0,0,0
Snora16a,0,0,0,0,0,0,0,0,0
Snora17,0,0,0,0,0,0,0,0,0
Snora19,0,0,0,0,0,0,0,0,0
Snora20,0,0,0,0,0,0,0,0,0
Snora21,0,0,0,0,0,0,0,0,0
Snora23,0,0,0,0,0,0,0,0,0
Snora24,0,0,0,0,0,0,0,0,0
Snora26,0,0,0,0,0,0,0,0,0
Snora28,0,0,0,0,0,0,0,0,0
Snora2b,0,0,0,0,0,0,0,0,0
Snora3,0,0,0,0,0,0,0,0,0
Snora30,0,0,0,0,0,0,0,0,0
Snora31,0,0,0,0,0,0,0,0,0
Snora33,0,0,0,0,0,0,0,0,0
Snora34,0,0,0,0,0,0,0,0,0
Snora35,0,0,0,0,0,0,0,0,0
Snora36b,0,0,0,0,0,0,0,0,0
Snora41,0,0,0,0,0,0,0,0,0
Snora43,0,0,0,0,0,0,0,0,0
Snora44,0,0,0,0,0,0,0,0,0
Snora47,0,0,0,0,0,0,0,0,0
Snora52,0,0,0,0,0,0,0,0,0
Snora5c,0,0,0,0,0,0,0,0,0
Snora61,0,0,0,0,0,0,0,0,0
Snora62,0,0,0,0,0,0,0,0,0
Snora64,0,0,0,0,0,0,0,0,0
Snora65,0,0,0,0,0,0,0,0,0
Snora68,0,0,0,0,0,0,0,0,0
Snora69,0,0,0,0,0,0,0,0,0
Snora70,0,0,0,0,0,0,0,0,0
Snora73a,0,0,0,0,0,0,0,0,0
Snora73b,0,0,0,0,0,0,0,0,0
Snora74a,0,0,0,0,0,0,0,0,0
Snora75,0,0,0,0,0,0,0,0,0
Snora78,0,0,0,0,0,0,0,0,0
Snora7a,0,0,0,0,0,0,0,0,0
Snora81,0,0,0,0,0,0,0,0,0
Snorc,0,0,0,0,0,0,0,0,0
Snord100,0,0,0,0,0,0,0,0,0
Snord104,0,0,0,0,0,0,0,0,0
Snord11,0,0,0,0,0,0,0,0,0
Snord110,0,0,0,0,0,0,0,0,0
Snord111,0,0,0,0,0,0,0,0,0
Snord116,0,0,0,0,0,0,0,0,0
Snord116l1,0,0,0,0,0,0,0,0,0
Snord116l2,0,0,0,0,0,0,0,0,0
Snord118,0,0,0,0,0,0,0,0,0
Snord12,0,0,0,0,0,0,0,0,0
Snord123,0,0,0,0,0,0,0,0,0
Snord13,0,0,0,0,0,0,0,0,0
Snord14a,0,0,0,0,0,0,0,0,0
Snord14c,0,0,0,0,0,0,0,0,0
Snord14d,0,0,0,0,0,0,0,0,0
Snord14e,0,0,0,0,0,0,0,0,0
Snord15a,0,0,0,0,0,0,0,0,0
Snord15b,0,0,0,0,0,0,0,0,0
Snord16a,0,0,0,0,0,0,0,0,0
Snord17,0,0,0,0,0,0,0,0,0
Snord19,0,0,0,0,0,0,0,0,0
Snord1a,0,0,0,0,0,0,0,0,0
Snord1b,0,0,0,0,0,0,0,0,0
Snord1c,0,0,0,0,0,0,0,0,0
Snord2,0,0,0,0,0,0,0,0,0
Snord22,0,0,0,0,0,0,0,0,0
Snord23,0,0,0,0,0,0,0,0,0
Snord32a,0,0,0,0,0,0,0,0,0
Snord33,0,0,0,0,0,0,0,0,0
Snord34,0,0,0,0,0,0,0,0,0
Snord35a,0,0,0,0,0,0,0,0,0
Snord35b,0,0,0,0,0,0,0,0,0
Snord37,0,0,0,0,0,0,0,0,0
Snord38a,0,0,0,0,0,0,0,0,0
Snord42a,0,0,0,0,0,0,0,0,0
Snord42b,0,0,0,0,0,0,0,0,0
Snord43,0,0,0,0,0,0,0,0,0
Snord45b,0,0,0,0,0,0,0,0,0
Snord45c,0,0,0,0,0,0,0,0,0
Snord47,0,0,0,0,0,0,0,0,0
Snord49a,0,0,0,0,0,0,0,0,0
Snord49b,0,0,0,0,0,0,0,0,0
Snord4a,0,0,0,0,0,0,0,0,0
Snord52,0,0,0,0,0,0,0,0,0
Snord53,0,0,0,0,0,0,0,0,0
Snord55,0,0,0,0,0,0,0,0,0
Snord57,0,0,0,0,0,0,0,0,0
Snord58b,0,0,0,0,0,0,0,0,0
Snord61,0,0,0,0,0,0,0,0,0
Snord64,0,0,0,0,0,0,0,0,0
Snord65,0,0,0,0,0,0,0,0,0
Snord66,0,0,0,0,0,0,0,0,0
Snord67,0,0,0,0,0,0,0,0,0
Snord68,0,0,0,0,0,0,0,0,0
Snord69,0,0,0,0,0,0,0,0,0
Snord7,0,0,0,0,0,0,0,0,0
Snord70,0,0,0,0,0,0,0,0,0
Snord71,0,0,0,0,0,0,0,0,0
Snord72,0,0,0,0,0,0,0,0,0
Snord73a,0,0,0,0,0,0,0,0,0
Snord8,0,0,0,0,0,0,0,0,0
Snord82,0,0,0,0,0,0,0,0,0
Snord83b,0,0,0,0,0,0,0,0,0
Snord85,0,0,0,0,0,0,0,0,0
Snord87,0,0,0,0,0,0,0,0,0
Snord88a,0,0,0,0,0,0,0,0,0
Snord88c,0,0,0,0,0,0,0,0,0
Snord89,0,0,0,0,0,0,0,0,0
Snord90,0,0,0,0,0,0,0,0,0
Snord91a,0,0,0,0,0,0,0,0,0
Snord92,0,0,0,0,0,0,0,0,0
Snord93,0,0,0,0,0,0,0,0,0
